date,open,high,low,close,label
2015-08-05,17.4,18.36,17.1,17.51,16.2
2015-08-04,16.2,17.35,15.8,17.35,17.39
2015-08-03,17.39,17.39,15.77,15.77,17.71
2015-07-31,17.71,18.4,17.02,17.51,19.44
2015-07-30,19.44,19.74,18.41,18.6,19.12
2015-07-29,19.12,19.5,17.2,19.45,18.76
2015-07-28,18.76,20.2,18.62,18.65,22.3
2015-07-27,22.3,23.65,20.69,20.69,24.0
2015-07-24,24.0,24.55,22.38,22.99,23.2
2015-07-23,23.2,24.26,23.0,24.14,21.24
2015-07-22,21.24,22.5,21.24,22.5,20.85
2015-07-21,20.85,21.49,20.16,21.23,21.1
2015-07-20,21.1,21.49,20.1,21.16,20.5
2015-07-17,20.5,21.97,20.2,21.12,19.98
2015-07-16,19.98,22.3,19.89,20.08,22.78
2015-07-15,22.78,23.04,22.1,22.1,26.4
2015-07-14,26.4,26.99,24.56,24.56,25.63
2015-07-13,25.63,27.9,25.63,27.28,22.2
2015-07-10,22.2,25.61,22.1,25.61,25.0
2015-07-01,25.0,25.8,22.8,23.27,23.82
2015-06-30,23.82,25.13,21.44,25.01,26.5
2015-06-29,26.5,26.98,22.82,23.83,27.0
2015-06-26,27.0,27.5,24.27,25.29,28.0
2015-06-25,28.0,28.5,26.0,26.97,27.6
2015-06-24,27.6,28.5,27.48,28.05,26.8
2015-06-23,26.8,28.8,25.31,27.19,30.98
2015-06-19,30.98,30.98,28.07,28.07,30.94
2015-06-18,30.94,32.89,30.38,31.2,31.45
2015-06-17,31.45,32.2,29.8,31.33,30.48
2015-06-16,30.48,33.48,29.61,32.35,34.99
2015-06-15,34.99,34.99,31.69,31.69,34.69
2015-06-12,34.69,35.98,34.01,35.21,33.17
2015-06-11,33.17,34.98,32.51,34.39,34.1
2015-06-10,34.1,36.35,32.23,33.85,30.46
2015-06-09,30.46,33.34,30.46,33.34,28.4
2015-06-08,28.4,30.9,28.4,30.31,27.37
2015-06-05,27.37,28.35,27.37,28.19,27.42
2015-06-04,27.42,27.55,25.0,27.0,28.25
2015-06-03,28.25,28.5,26.62,27.42,27.5
2015-06-02,27.5,28.59,27.4,28.24,25.86
2015-06-01,25.86,27.79,25.86,27.18,25.5
2015-05-29,25.5,26.58,23.7,25.8,27.95
2015-05-28,27.95,27.95,25.26,25.27,29.66
2015-05-27,29.66,29.66,27.95,28.07,29.92
2015-05-26,29.92,30.3,28.7,29.66,29.3
2015-05-25,29.3,30.3,28.1,29.92,29.87
2015-05-22,29.87,30.99,28.53,29.54,27.5
2015-05-21,27.5,28.22,26.5,28.22,24.1
2015-05-20,24.1,25.65,24.1,25.65,23.68
2015-05-19,23.68,23.69,22.47,23.32,22.28
2015-05-18,22.28,24.45,22.08,23.07,22.35
2015-05-15,22.35,22.51,21.57,22.28,20.84
2015-05-14,20.84,22.59,20.72,22.14,21.21
2015-05-13,21.21,21.21,20.7,20.78,20.78
2015-05-12,20.78,21.47,20.4,21.21,20.31
2015-05-11,20.31,20.84,20.15,20.58,19.1
2015-05-08,19.1,20.18,19.1,20.0,19.56
2015-05-07,19.56,19.6,18.59,18.81,20.85
2015-05-06,20.85,21.0,19.25,19.47,22.41
2015-05-05,22.41,22.48,20.33,20.72,22.2
2015-05-04,22.2,22.55,21.83,22.25,22.2
2015-04-30,22.2,22.8,22.2,22.49,21.73
2015-04-29,21.73,22.54,21.02,22.09,22.93
2015-04-28,22.93,23.1,21.47,21.75,22.56
2015-04-27,22.56,23.65,22.56,22.92,21.82
2015-04-24,21.82,21.82,21.0,21.5,22.0
2015-04-23,22.0,22.4,21.72,21.81,21.9
2015-04-22,21.9,22.3,21.58,21.82,21.0
2015-04-21,21.0,21.97,20.8,21.71,21.7
2015-04-20,21.7,22.78,20.24,21.27,22.6
2015-04-17,22.6,23.97,21.8,22.06,24.63
2015-04-16,24.63,25.21,21.94,22.97,23.45
2015-04-15,23.45,25.56,23.4,24.38,21.45
2015-04-14,21.45,23.24,21.45,23.24,19.6
2015-04-13,19.6,21.3,19.5,21.13,19.55
2015-04-10,19.55,19.89,19.2,19.43,18.28
2015-04-09,18.28,19.89,18.02,19.62,17.6
2015-04-08,17.6,18.53,17.6,18.42,16.54
2015-04-07,16.54,17.98,16.5,17.54,16.44
2015-04-03,16.44,16.77,16.25,16.66,16.21
2015-04-02,16.21,16.5,16.21,16.44,16.18
2015-04-01,16.18,16.48,16.0,16.29,16.78
2015-03-31,16.78,16.88,16.07,16.17,15.99
2015-03-30,15.99,16.63,15.99,16.42,14.9
2015-03-27,14.9,15.86,14.9,15.77,15.14
2015-03-26,15.14,15.35,14.91,14.93,15.97
2015-03-25,15.97,15.97,15.18,15.3,15.38
2015-03-24,15.38,16.16,15.28,15.68,15.34
2015-03-23,15.34,15.56,15.25,15.38,15.38
2015-03-20,15.38,15.48,15.18,15.34,15.2
2015-03-19,15.2,15.64,15.11,15.38,15.18
2015-03-18,15.18,15.66,15.02,15.31,14.9
2015-03-17,14.9,15.44,14.63,15.18,14.52
2015-03-16,14.52,15.05,14.51,14.87,14.13
2015-03-13,14.13,14.5,14.08,14.47,14.11
2015-03-12,14.11,14.8,13.95,14.11,14.8
2015-03-11,14.8,15.08,14.14,14.3,14.2
2015-03-10,14.2,14.8,14.01,14.65,14.14
2015-03-09,14.14,14.85,13.8,14.31,13.17
2015-03-06,13.17,14.48,13.13,14.28,12.88
2015-03-05,12.88,13.45,12.87,13.16,12.8
2015-03-04,12.8,12.92,12.61,12.9,12.52
2015-03-03,12.52,13.06,12.52,12.7,12.25
2015-03-02,12.25,12.67,12.2,12.52,12.06
2015-02-27,12.06,12.22,12.06,12.2,12.09
2015-02-26,12.09,12.18,12.0,12.13,12.22
2015-02-25,12.22,12.36,12.07,12.09,12.18
2015-02-17,12.18,12.25,12.13,12.22,12.09
2015-02-16,12.09,12.23,12.05,12.12,11.88
2015-02-13,11.88,12.28,11.8,12.09,11.8
2015-02-12,11.8,11.84,11.72,11.78,11.58
2015-02-11,11.58,11.82,11.51,11.76,11.47
2015-02-10,11.47,11.63,11.4,11.5,11.77
2015-02-09,11.77,11.77,11.42,11.47,11.85
2015-02-06,11.85,12.0,11.76,11.78,12.15
2015-02-05,12.15,12.15,11.83,11.85,12.05
2015-02-04,12.05,12.15,11.92,11.99,11.99
2015-02-03,11.99,12.2,11.96,12.04,11.8
2015-02-02,11.8,12.15,11.66,11.97,12.4
2015-01-30,12.4,12.49,12.0,12.06,12.19
2015-01-29,12.19,12.85,12.18,12.6,12.15
2015-01-28,12.15,12.4,12.13,12.17,12.63
2015-01-27,12.63,12.67,12.11,12.31,12.68
2015-01-26,12.68,12.95,12.29,12.57,12.1
2015-01-23,12.1,13.08,12.07,12.5,12.17
2015-01-22,12.17,12.29,11.85,12.27,11.07
2015-01-21,11.07,12.21,11.07,12.21,11.07
